# hard_windows_v1
# video_path	start_frame	end_frame	peak_frame	score	notes
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	133	153	143	14.514775	track=1,boom=3.6,tip=4.5
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	159	179	169	12.953537	track=1,boom=3.0,tip=10.4
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	188	208	198	10.496463	track=1,boom=4.5,tip=6.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	210	230	220	9.055083	track=1,boom=7.8,tip=6.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	231	251	241	13.127204	track=1,boom=9.0,tip=8.6
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	262	282	272	17.667672	track=1,boom=8.6,tip=9.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	286	306	296	15.225804	track=1,boom=24.1,tip=25.5
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	320	340	330	19.590249	track=1,boom=6.3,tip=17.9
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	353	373	363	20.182853	track=1,boom=2.2,tip=8.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	374	394	384	14.828063	track=1,boom=11.7,tip=9.5
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	396	416	406	23.981246	track=1,boom=25.0,tip=19.7
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	420	440	430	15.700540	track=1,boom=10.0,tip=2.8
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	453	473	463	10.682075	track=1,boom=12.0,tip=13.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	476	496	486	17.519994	track=1,boom=17.0,tip=24.7
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	497	517	507	25.740793	track=1,boom=8.0,tip=8.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	525	545	535	15.857389	track=1,boom=8.6,tip=25.5
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	562	582	572	24.294206	track=1,boom=15.5,tip=28.3
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	590	610	600	14.889375	track=1,boom=8.5,tip=7.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	615	635	625	18.117239	track=1,boom=1.4,tip=16.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	644	664	654	15.129552	track=1,boom=13.0,tip=7.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	669	689	679	14.384617	track=1,boom=3.6,tip=15.6
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	691	711	701	9.464020	track=1,boom=3.2,tip=5.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	715	735	725	10.063500	track=1,boom=4.5,tip=2.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	737	757	747	17.337049	track=1,boom=6.7,tip=8.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	758	778	768	11.094289	track=1,boom=2.2,tip=11.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	784	804	794	23.464614	track=1,boom=6.7,tip=9.4
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	822	842	832	20.987176	track=1,boom=26.5,tip=22.6
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	856	876	866	44.639224	track=1,boom=15.0,tip=34.5
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane (5)/iCloud Photos from Kasper Thrane/P1030679.MP4	944	964	954	35.104100	track=1,boom=8.5,tip=17.3
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	89	109	99	14.303697	track=1,boom=2.2,tip=2.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	241	261	251	9.314722	track=1,boom=23.4,tip=24.7
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	396	416	406	14.208519	track=1,boom=3.6,tip=13.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	457	477	467	13.148295	track=1,boom=2.2,tip=4.5
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	585	605	595	10.703436	track=1,boom=0.0,tip=2.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	692	712	702	8.253375	track=1,boom=1.4,tip=2.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	957	977	967	9.323742	track=1,boom=1.4,tip=2.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	1045	1065	1055	15.300847	track=1,boom=1.4,tip=5.7
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	1104	1124	1114	11.523682	track=1,boom=1.0,tip=4.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	1484	1504	1494	10.834369	track=1,boom=3.2,tip=3.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	1508	1528	1518	19.661930	track=1,boom=25.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	1536	1556	1546	35.603684	track=1,boom=8.1,tip=5.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/6,3 no cam.MP4	1559	1579	1569	68.395578	track=1,boom=26.2,tip=44.4
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9341.MP4	20	40	30	30.992736	track=2,boom=50.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9341.MP4	54	74	64	11.629869	track=2,boom=5.8,tip=5.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9341.MP4	137	157	147	15.486970	track=2,tip=37.9
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9341.MP4	543	563	553	15.126974	track=1,boom=2.0,tip=4.1
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9341.MP4	1340	1360	1350	8.043384	track=1,boom=1.4,tip=1.4
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9341.MP4	1957	1977	1967	9.138095	track=1,boom=4.0,tip=5.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9342.MP4	1245	1265	1255	13.486389	track=1,boom=7.1,tip=17.8
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9342.MP4	1306	1326	1316	17.007869	track=1,boom=1.0,tip=22.2
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9342.MP4	1602	1622	1612	8.983260	track=1,boom=2.0,tip=2.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9342.MP4	2431	2451	2441	10.996992	track=1,boom=29.8,tip=21.6
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9343.MP4	2471	2491	2481	10.913515	track=1,boom=1.4,tip=4.0
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9343.MP4	2494	2514	2504	22.066323	track=1,boom=61.5
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9343.MP4	2521	2541	2531	44.335808	track=1,boom=18.4,tip=16.3
C:/Users/berti/Downloads/training videos from kasper/iCloud Photos from Kasper Thrane/iCloud Photos from Kasper Thrane/IMG_9343.MP4	2544	2564	2554	72.703739	track=1,boom=5.1,tip=15.8
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	170	190	180	27.853072	track=3,tip=26.4
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	200	220	210	14.023940	track=3,tip=8.6
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	269	289	279	20.266334	track=3,tip=8.6
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	299	319	309	12.729851	track=3,tip=4.1
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	332	352	342	20.571200	track=3,tip=24.8
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	353	373	363	14.854261	track=3,tip=7.1
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	393	413	403	16.620695	track=3,tip=6.1
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	944	964	954	12.814077	track=4,tip=11.4
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	1788	1808	1798	19.441845	track=5,boom=9.8,tip=9.5
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	2100	2120	2110	78.928608	track=1,boom=10.8,tip=53.2
C:/Users/berti/Downloads/new_training_vids/1757096198637.MP4	2121	2141	2131	15.291456	track=1,boom=29.7
C:/Users/berti/Downloads/new_training_vids/1760205861053.MP4	118	138	128	20.775077	track=1,boom=8.5,tip=15.3
C:/Users/berti/Downloads/new_training_vids/1760205861053.MP4	141	161	151	15.194465	track=1,boom=10.0
C:/Users/berti/Downloads/new_training_vids/1760205861053.MP4	173	193	183	17.412538	track=1,boom=6.3,tip=14.3
C:/Users/berti/Downloads/new_training_vids/1760206020097.MP4	220	240	230	18.028074	track=1,boom=12.7,tip=23.3
C:/Users/berti/Downloads/new_training_vids/1760206020097.MP4	241	261	251	26.917257	track=1,boom=17.0
C:/Users/berti/Downloads/new_training_vids/1760206020097.MP4	277	297	287	13.132550	track=1,boom=6.0,tip=23.0
C:/Users/berti/Downloads/new_training_vids/1760206020097.MP4	304	324	314	14.684041	track=1,boom=8.5,tip=15.0
C:/Users/berti/Downloads/new_training_vids/1760206020097.MP4	325	345	335	21.674692	track=1,boom=8.9,tip=9.5
C:/Users/berti/Downloads/new_training_vids/1760206020097.MP4	385	405	395	14.017591	track=1,boom=11.4,tip=7.0
C:/Users/berti/Downloads/new_training_vids/1760206149021.MP4	187	207	197	47.262378	track=1,boom=12.5
C:/Users/berti/Downloads/new_training_vids/1760206262745.MP4	211	231	221	26.065126	track=1,boom=16.5
C:/Users/berti/Downloads/new_training_vids/1760206262745.MP4	232	252	242	17.699513	track=1,boom=1.0,tip=14.9
C:/Users/berti/Downloads/new_training_vids/6,3 no cam.MP4	91	111	101	15.089644	track=1,boom=2.0,tip=5.1
C:/Users/berti/Downloads/new_training_vids/6,3 no cam.MP4	396	416	406	14.500521	track=1,boom=3.0,tip=11.7
C:/Users/berti/Downloads/new_training_vids/6,3 no cam.MP4	457	477	467	14.260020	track=1,boom=3.0,tip=5.0
C:/Users/berti/Downloads/new_training_vids/6,3 no cam.MP4	1039	1059	1049	14.522401	track=1,boom=10.3,tip=7.2
C:/Users/berti/Downloads/new_training_vids/6,3 no cam.MP4	1508	1528	1518	19.093365	track=1,boom=25.0
C:/Users/berti/Downloads/new_training_vids/6,3 no cam.MP4	1536	1556	1546	35.361142	track=1,boom=6.3,tip=3.6
C:/Users/berti/Downloads/new_training_vids/6,3 no cam.MP4	1559	1579	1569	70.017133	track=1,boom=26.2,tip=45.1
C:/Users/berti/Downloads/new_training_vids/IMG_7269.MP4	15	35	25	14.326579	track=2,boom=10.2,tip=9.5
C:/Users/berti/Downloads/new_training_vids/IMG_7269.MP4	119	139	129	13.456063	track=4,boom=7.1,tip=3.6
C:/Users/berti/Downloads/new_training_vids/IMG_7280.MP4	160	180	170	12.310660	track=2,boom=6.7,tip=14.0
C:/Users/berti/Downloads/new_training_vids/IMG_7280.MP4	181	201	191	22.451514	track=2,boom=21.2,tip=17.0
C:/Users/berti/Downloads/new_training_vids/IMG_7280.MP4	206	226	216	28.664710	track=3,boom=5.7,tip=58.1
C:/Users/berti/Downloads/new_training_vids/IMG_7280.MP4	257	277	267	14.133246	track=3,boom=3.2,tip=14.0
C:/Users/berti/Downloads/new_training_vids/IMG_7703.MP4	245	265	255	14.723781	track=1,boom=1.0,tip=43.9
C:/Users/berti/Downloads/new_training_vids/IMG_8658.MP4	541	561	551	29.691189	track=1,boom=17.0
C:/Users/berti/Downloads/new_training_vids/IMG_8658.MP4	564	584	574	17.953490	track=1,boom=12.8
C:/Users/berti/Downloads/new_training_vids/IMG_8658.MP4	623	643	633	16.803114	track=3,boom=33.2
C:/Users/berti/Downloads/new_training_vids/IMG_8659.MP4	193	213	203	13.728929	track=1,boom=4.1,tip=0.0
C:/Users/berti/Downloads/new_training_vids/IMG_8659.MP4	1740	1760	1750	63.973964	track=1,boom=71.1,tip=24.4
C:/Users/berti/Downloads/new_training_vids/IMG_8659.MP4	1762	1782	1772	23.230814	track=1,boom=5.0
C:/Users/berti/Downloads/new_training_vids/IMG_8659.MP4	1797	1817	1807	29.729134	track=1,boom=5.1,tip=12.4
C:/Users/berti/Downloads/new_training_vids/IMG_8659.MP4	1842	1862	1852	16.814224	track=1,boom=13.0
C:/Users/berti/Downloads/new_training_vids/IMG_8659.MP4	1874	1894	1884	12.183549	track=1,boom=6.4
C:/Users/berti/Downloads/new_training_vids/IMG_8660.MP4	2342	2362	2352	24.427986	track=3,boom=11.2,tip=12.2
C:/Users/berti/Downloads/new_training_vids/IMG_8660.MP4	2366	2386	2376	24.243311	track=3,boom=8.1,tip=19.0
C:/Users/berti/Downloads/new_training_vids/IMG_8660.MP4	2410	2430	2420	13.511972	track=4,boom=17.5,tip=11.4
C:/Users/berti/Downloads/new_training_vids/IMG_8660.MP4	2431	2451	2441	33.575983	track=4,tip=57.5
C:/Users/berti/Downloads/new_training_vids/IMG_8660.MP4	2457	2477	2467	33.770358	track=4,boom=19.1
C:/Users/berti/Downloads/new_training_vids/IMG_8660.MP4	2510	2530	2520	12.644887	track=4,boom=6.4
C:/Users/berti/Downloads/new_training_vids/IMG_8675.MP4	1181	1201	1191	12.682816	track=1,boom=2.2,tip=9.5
C:/Users/berti/Downloads/new_training_vids/IMG_8676.MP4	832	852	842	15.101865	track=3,boom=28.6,tip=5.0
C:/Users/berti/Downloads/new_training_vids/IMG_8694.MP4	1154	1174	1164	15.947439	track=1,boom=10.0,tip=7.0
C:/Users/berti/Downloads/new_training_vids/IMG_8696.MP4	1071	1091	1081	53.431104	track=2,boom=44.1
C:/Users/berti/Downloads/new_training_vids/IMG_8696.MP4	1136	1156	1146	63.848186	track=2,boom=79.6,tip=248.7
C:/Users/berti/Downloads/new_training_vids/IMG_8696.MP4	1196	1216	1206	13.560507	track=1,boom=1.0,tip=30.0
C:/Users/berti/Downloads/new_training_vids/IMG_8875.MP4	224	244	234	19.026774	track=2,boom=5.0,tip=5.0
C:/Users/berti/Downloads/new_training_vids/IMG_8878.MP4	1728	1748	1738	14.899962	track=1,boom=24.1,tip=5.4
C:/Users/berti/Downloads/new_training_vids/IMG_8880.MP4	1215	1235	1225	13.430496	track=1,boom=9.9,tip=2.2
C:/Users/berti/Downloads/new_training_vids/IMG_8880.MP4	1501	1521	1511	20.256987	track=1,boom=12.0,tip=2.0
C:/Users/berti/Downloads/new_training_vids/IMG_9341.MP4	18	38	28	35.262973	track=1,boom=2.0,tip=2.2
C:/Users/berti/Downloads/new_training_vids/IMG_9341.MP4	51	71	61	16.818729	track=2,boom=10.8,tip=11.4
C:/Users/berti/Downloads/new_training_vids/IMG_9341.MP4	543	563	553	14.597739	track=1,boom=2.8,tip=2.2
C:/Users/berti/Downloads/new_training_vids/IMG_9342.MP4	1244	1264	1254	13.665942	track=1,boom=2.8,tip=14.1
C:/Users/berti/Downloads/new_training_vids/IMG_9342.MP4	1305	1325	1315	15.553578	track=1,boom=3.2,tip=4.2
C:/Users/berti/Downloads/new_training_vids/IMG_9343.MP4	2471	2491	2481	14.865000	track=1,boom=3.0,tip=3.2
C:/Users/berti/Downloads/new_training_vids/IMG_9343.MP4	2497	2517	2507	27.130162	track=1,boom=56.9
C:/Users/berti/Downloads/new_training_vids/IMG_9343.MP4	2533	2553	2543	67.792172	track=1,tip=20.8
C:/Users/berti/Downloads/new_training_vids/IMG_9880.MP4	228	248	238	14.749503	track=1,boom=2.8,tip=7.2
C:/Users/berti/Downloads/new_training_vids/IMG_9881.MP4	1005	1025	1015	12.267914	track=1,boom=5.0,tip=19.0
C:/Users/berti/Downloads/new_training_vids/IMG_9885.MP4	326	346	336	12.467281	track=1,boom=2.8,tip=1.0
C:/Users/berti/Downloads/new_training_vids/IMG_9885.MP4	406	426	416	15.397022	track=2,boom=2.8,tip=1.0
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	0	13	3	17.269336	track=1,boom=17.5,tip=5.8
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	20	40	30	19.480927	track=1,boom=14.9,tip=16.6
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	47	67	57	14.465948	track=1,boom=4.1,tip=17.5
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	85	105	95	20.648194	track=1,boom=16.1,tip=16.0
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	116	136	126	16.344177	track=1,boom=12.5,tip=14.9
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	140	160	150	16.090878	track=1,boom=3.6,tip=10.0
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	174	194	184	14.751802	track=2,boom=3.2,tip=7.0
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	197	217	207	25.872096	track=1,boom=16.1,tip=29.0
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	236	256	246	16.129188	track=2,boom=10.0,tip=12.0
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	262	282	272	20.377036	track=1,boom=30.4,tip=16.0
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	298	318	308	16.527650	track=1,boom=7.1,tip=11.2
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	326	346	336	12.868229	track=2,boom=12.0,tip=16.3
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	352	372	362	13.842687	track=2,boom=8.1,tip=16.2
C:/Users/berti/Downloads/new_training_vids/P1030574.MP4	373	393	383	19.066251	track=1,boom=9.5,tip=10.0
C:/Users/berti/Downloads/new_training_vids/P1030583.MP4	184	204	194	22.894700	track=1,boom=2.2,tip=22.1
C:/Users/berti/Downloads/new_training_vids/P1030583.MP4	208	228	218	14.225357	track=2,boom=3.2,tip=9.5
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	53	73	63	14.770483	track=2,boom=2.8,tip=11.7
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	83	103	93	17.267148	track=2,boom=3.2,tip=13.5
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	112	132	122	31.309016	track=4,boom=34.5
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	133	153	143	29.168685	track=4,boom=11.0,tip=37.7
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	167	187	177	39.664390	track=2,boom=10.3,tip=13.0
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	199	219	209	26.140415	track=6,boom=9.8
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	226	246	236	24.320306	track=2,boom=4.0,tip=21.4
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	249	269	259	18.798135	track=2,boom=19.2,tip=31.1
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	270	290	280	45.879236	track=6,boom=3.0,tip=48.9
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	311	331	321	38.233552	track=6,boom=13.0,tip=49.7
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	375	395	385	26.995628	track=2,boom=5.1,tip=6.4
C:/Users/berti/Downloads/new_training_vids/P1030588.MP4	404	424	414	42.176307	track=2,boom=4.5,tip=18.6
C:/Users/berti/Downloads/new_training_vids/P1030592.MP4	9	29	19	18.765537	track=1,boom=23.0,tip=5.1
C:/Users/berti/Downloads/new_training_vids/P1030592.MP4	52	72	62	16.849669	track=1,boom=4.0,tip=4.5
C:/Users/berti/Downloads/new_training_vids/P1030592.MP4	82	102	92	23.990499	track=4,boom=96.5,tip=95.5
C:/Users/berti/Downloads/new_training_vids/P1030592.MP4	106	126	116	18.958139	track=2,boom=24.2
C:/Users/berti/Downloads/new_training_vids/P1030592.MP4	156	176	166	13.297694	track=1,boom=10.0,tip=4.2
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	0	15	5	15.641139	track=1,boom=4.1,tip=1.4
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	30	50	40	13.761410	track=2,boom=2.8,tip=6.4
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	89	109	99	16.458777	track=2,boom=7.8,tip=27.5
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	118	138	128	26.465621	track=3,boom=39.1,tip=39.5
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	159	179	169	35.583082	track=2,boom=7.1,tip=22.0
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	180	200	190	17.544142	track=3,boom=1.4,tip=12.0
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	206	226	216	13.214475	track=2,boom=3.2,tip=8.1
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	228	248	238	25.720331	track=4,boom=14.9,tip=69.0
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	250	270	260	14.950761	track=4,boom=10.6,tip=17.0
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	273	293	283	17.444076	track=2,boom=5.1,tip=7.1
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	298	318	308	21.278141	track=4,boom=5.1,tip=13.0
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	331	351	341	14.217524	track=4,boom=5.8,tip=25.1
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	354	374	364	19.131449	track=2,boom=15.7,tip=36.7
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	375	395	385	41.154870	track=2,boom=9.2,tip=19.1
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	396	416	406	15.958938	track=2,boom=9.4,tip=2.0
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	428	448	438	19.353493	track=2,boom=5.0,tip=17.1
C:/Users/berti/Downloads/new_training_vids/P1030604.MP4	492	512	502	19.156906	track=4,boom=5.8
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	0	16	6	14.924120	track=1,boom=8.6,tip=7.2
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	53	73	63	12.272415	track=1,boom=1.4,tip=7.0
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	82	102	92	12.955325	track=1,boom=3.6,tip=15.3
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	188	208	198	28.582316	track=1,boom=22.4,tip=24.5
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	216	236	226	18.455896	track=1,boom=11.7,tip=9.4
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	245	265	255	28.274273	track=2,boom=20.2,tip=19.2
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	266	286	276	16.919792	track=2,boom=6.1,tip=7.8
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	289	309	299	13.515315	track=4,boom=7.1,tip=16.6
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	316	336	326	12.332525	track=4,boom=1.0,tip=9.9
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	349	369	359	19.624540	track=4,boom=1.4,tip=10.3
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	388	408	398	13.139097	track=5,boom=7.1,tip=9.5
C:/Users/berti/Downloads/new_training_vids/P1030606.MP4	467	487	477	12.386655	track=1,boom=8.9,tip=6.4
C:/Users/berti/Downloads/new_training_vids/P1030608.MP4	0	13	3	13.824423	track=1,boom=2.0,tip=11.0
C:/Users/berti/Downloads/new_training_vids/P1030608.MP4	23	43	33	13.123443	track=1,boom=8.1,tip=11.4
C:/Users/berti/Downloads/new_training_vids/P1030608.MP4	45	65	55	16.370488	track=1,boom=7.0,tip=18.4
C:/Users/berti/Downloads/new_training_vids/P1030608.MP4	71	91	81	23.814223	track=1,boom=13.6,tip=9.2
C:/Users/berti/Downloads/new_training_vids/P1030608.MP4	92	112	102	15.149832	track=1,boom=8.6,tip=23.3
C:/Users/berti/Downloads/new_training_vids/P1030608.MP4	192	212	202	17.486137	track=1,boom=11.4,tip=29.1
C:/Users/berti/Downloads/new_training_vids/P1030608.MP4	445	465	455	13.241518	track=1,boom=2.2,tip=16.2
C:/Users/berti/Downloads/new_training_vids/P1030610.MP4	5	25	15	28.612299	track=3,boom=13.0,tip=39.3
